return_id,order_id,return_date,return_reason
70010,8954,2024-07-10,Size Issue
70011,782681,2024-04-21,Arrived Damaged
70012,766734,2024-09-24,Arrived Damaged
70013,791141,2024-05-21,Size Issue
70014,54720,2024-12-15,Arrived Damaged
70015,165577,2024-08-24,Wrong Item Shipped
70016,698635,2024-10-28,Size Issue
70017,447149,2024-11-19,Size Issue
70018,315005,2024-05-28,Size Issue
70019,818060,2024-05-22,Arrived Damaged
70020,812076,2024-11-02,Arrived Damaged
70021,366715,2024-11-20,Defective Product
70022,81241,2024-04-30,Arrived Damaged
70023,307668,2024-06-29,Arrived Damaged
70024,263997,2024-02-05,Arrived Damaged
70025,522021,2024-03-12,Wrong Item Shipped
70026,165210,2024-02-17,Defective Product
70027,213768,2024-06-13,Wrong Item Shipped
70028,288858,2024-07-21,Arrived Damaged
70029,969792,2024-05-16,Size Issue
70030,963013,2024-10-31,Changed Mind
70031,304286,2024-08-19,Wrong Item Shipped
70032,682587,2024-10-11,Changed Mind
70033,866978,2024-12-22,Arrived Damaged
70034,153580,2024-03-16,Defective Product
70035,672733,2024-09-01,Changed Mind
70036,776868,2024-05-24,Wrong Item Shipped
70037,922190,2025-01-19,Arrived Damaged
70038,104984,2024-02-01,Wrong Item Shipped
70039,49992,2024-12-14,Defective Product
70040,586802,2024-04-04,Wrong Item Shipped
70041,226616,2024-11-14,Arrived Damaged
70042,700145,2024-03-22,Wrong Item Shipped
70043,408604,2024-02-07,Wrong Item Shipped
70044,311298,2024-01-29,Defective Product
70045,929376,2024-07-23,Size Issue
70046,453530,2024-07-28,Defective Product
70047,976254,2024-03-13,Wrong Item Shipped
70048,375864,2024-04-08,Size Issue
70049,409507,2024-06-06,Defective Product
70050,84122,2024-03-05,Size Issue
70051,203106,2024-03-18,Wrong Item Shipped
70052,571296,2024-06-22,Arrived Damaged
70053,833044,2024-05-16,Arrived Damaged
70054,257359,2024-11-21,Defective Product
70055,559195,2024-12-28,Changed Mind
70056,476782,2024-10-29,Arrived Damaged
70057,93828,2024-07-21,Arrived Damaged
70058,548905,2024-06-04,Arrived Damaged
70059,894355,2025-01-09,Wrong Item Shipped
70060,693433,2025-01-12,Defective Product
70061,824205,2024-12-26,Arrived Damaged
70062,137285,2024-07-03,Changed Mind
70063,95664,2024-02-08,Changed Mind
70064,572623,2024-03-12,Arrived Damaged
70065,725422,2024-08-22,Wrong Item Shipped
70066,524180,2024-05-23,Wrong Item Shipped
70067,830316,2024-08-26,Size Issue
70068,430092,2024-10-17,Changed Mind
70069,469554,2024-04-19,Changed Mind
70070,783102,2024-11-08,Defective Product
70071,168686,2024-02-14,Defective Product
70072,707410,2024-07-25,Arrived Damaged
70073,927714,2024-08-07,Defective Product
70074,454652,2024-05-22,Changed Mind
70075,522758,2024-09-02,Defective Product
70076,485690,2024-04-01,Wrong Item Shipped
70077,925130,2024-12-02,Defective Product
70078,976559,2024-07-12,Size Issue
70079,953026,2024-07-05,Wrong Item Shipped
70080,946283,2024-09-23,Size Issue
70081,5530,2024-01-25,Arrived Damaged
70082,960465,2024-07-14,Defective Product
70083,608946,2024-09-14,Defective Product
70084,446377,2024-10-11,Size Issue
70085,437267,2024-10-31,Wrong Item Shipped
70086,549422,2024-09-27,Wrong Item Shipped
70087,563392,2024-01-20,Defective Product
70088,299634,2024-12-10,Size Issue
70089,982275,2025-01-08,Size Issue
70090,363122,2024-09-20,Defective Product
70091,600189,2024-02-27,Wrong Item Shipped
70092,337108,2024-01-12,Arrived Damaged
70093,227421,2024-09-18,Wrong Item Shipped
70094,473045,2024-02-12,Wrong Item Shipped
70095,893598,2024-12-10,Arrived Damaged
70096,234412,2024-12-25,Arrived Damaged
70097,165586,2024-04-01,Arrived Damaged
70098,850790,2024-07-06,Size Issue
70099,700224,2024-08-02,Changed Mind
70100,500627,2024-12-08,Changed Mind
70101,506608,2024-05-15,Size Issue
70102,497534,2024-01-28,Wrong Item Shipped
70103,669464,2024-12-30,Changed Mind
70104,132033,2024-09-30,Arrived Damaged
70105,228565,2024-08-28,Changed Mind
70106,814643,2024-07-05,Size Issue
70107,971370,2024-08-19,Defective Product
70108,998301,2024-12-24,Defective Product
70109,417322,2024-03-22,Changed Mind
70110,735640,2024-07-30,Defective Product
70111,197674,2025-01-06,Changed Mind
70112,48914,2024-09-13,Size Issue
70113,351194,2024-03-13,Defective Product
70114,980898,2024-07-17,Wrong Item Shipped
70115,506179,2024-08-28,Changed Mind
70116,175573,2024-12-10,Defective Product
70117,902939,2024-09-18,Wrong Item Shipped
70118,609861,2024-05-26,Wrong Item Shipped
70119,457778,2024-03-20,Wrong Item Shipped
70120,659102,2024-09-30,Changed Mind
70121,901788,2024-03-26,Wrong Item Shipped
70122,981609,2024-02-04,Changed Mind
70123,900157,2024-05-05,Size Issue
70124,484468,2024-08-25,Defective Product
70125,806287,2024-04-11,Wrong Item Shipped
70126,492864,2024-11-21,Changed Mind
70127,12554,2024-12-19,Arrived Damaged
70128,778088,2024-06-25,Wrong Item Shipped
70129,761903,2024-12-20,Size Issue
70130,892092,2024-09-05,Defective Product
70131,628549,2024-05-26,Changed Mind
70132,53934,2024-09-26,Size Issue
70133,442430,2024-08-02,Arrived Damaged
70134,595170,2024-08-09,Arrived Damaged
70135,564324,2024-08-31,Wrong Item Shipped
70136,4598,2024-03-19,Changed Mind
70137,929288,2024-01-27,Defective Product
70138,697507,2024-12-23,Size Issue
70139,645745,2024-10-13,Changed Mind
70140,320829,2024-08-12,Size Issue
70141,395202,2024-09-29,Wrong Item Shipped
70142,872301,2024-09-24,Defective Product
70143,794085,2024-03-08,Size Issue
70144,914737,2024-04-07,Size Issue
70145,135621,2024-11-30,Defective Product
70146,294471,2024-07-28,Changed Mind
70147,552630,2024-07-25,Wrong Item Shipped
70148,408287,2024-05-25,Defective Product
70149,456095,2024-05-22,Defective Product
70150,337915,2024-07-10,Wrong Item Shipped
70151,927930,2024-11-04,Defective Product
70152,936799,2024-01-24,Defective Product
70153,849766,2024-06-23,Changed Mind
70154,311349,2024-04-14,Size Issue
70155,6159,2024-08-27,Wrong Item Shipped
70156,48331,2024-08-26,Changed Mind
70157,277708,2024-01-18,Defective Product
70158,607590,2024-12-17,Size Issue
70159,542711,2024-06-12,Defective Product
70160,909253,2025-01-04,Wrong Item Shipped
70161,124652,2024-09-24,Size Issue
70162,326786,2024-02-12,Changed Mind
70163,313522,2024-04-21,Defective Product
70164,843353,2024-08-10,Defective Product
70165,4539,2024-10-15,Defective Product
70166,891775,2024-07-21,Changed Mind
70167,17584,2024-02-10,Size Issue
70168,570540,2024-02-07,Arrived Damaged
70169,348134,2024-03-05,Changed Mind
70170,49490,2025-01-01,Defective Product
70171,11873,2024-05-18,Defective Product
70172,581273,2024-07-09,Defective Product
70173,218260,2024-05-02,Defective Product
70174,88946,2024-11-11,Defective Product
70175,924409,2024-08-16,Size Issue
70176,679269,2024-09-08,Changed Mind
70177,664357,2024-10-15,Wrong Item Shipped
70178,831111,2024-03-25,Changed Mind
70179,127648,2024-08-20,Wrong Item Shipped
70180,158448,2024-08-06,Changed Mind
70181,670701,2024-10-15,Defective Product
70182,221224,2024-09-20,Defective Product
70183,472473,2024-04-16,Size Issue
70184,917459,2025-01-13,Changed Mind
70185,565616,2024-06-16,Defective Product
70186,766069,2024-11-10,Arrived Damaged
70187,116305,2024-10-26,Size Issue
70188,822212,2024-04-24,Size Issue
70189,335648,2024-08-25,Size Issue
70190,531322,2024-02-17,Arrived Damaged
70191,22740,2024-05-22,Size Issue
70192,605891,2024-02-28,Arrived Damaged
70193,751700,2024-09-19,Size Issue
70194,782369,2024-03-29,Size Issue
70195,124756,2024-04-28,Wrong Item Shipped
70196,655109,2024-03-12,Wrong Item Shipped
70197,305117,2024-12-06,Changed Mind
70198,963564,2024-03-02,Changed Mind
70199,778753,2024-07-05,Size Issue
70200,951153,2024-09-18,Changed Mind
70201,966114,2024-06-09,Defective Product
70202,96078,2024-03-13,Arrived Damaged
70203,173558,2024-02-22,Changed Mind
70204,491931,2024-09-13,Defective Product
70205,612951,2024-10-22,Arrived Damaged
70206,942269,2024-11-14,Size Issue
70207,360023,2024-07-16,Wrong Item Shipped
70208,183842,2024-05-07,Defective Product
70209,14056,2024-07-17,Size Issue
70210,654826,2024-05-11,Defective Product
70211,618439,2024-07-26,Defective Product
70212,48325,2024-02-15,Size Issue
70213,843583,2024-02-20,Wrong Item Shipped
70214,156413,2024-02-09,Defective Product
70215,112237,2024-10-05,Defective Product
70216,74580,2024-07-18,Defective Product
70217,12615,2024-04-12,Wrong Item Shipped
70218,571430,2024-04-14,Changed Mind
70219,23364,2024-06-25,Size Issue
70220,230434,2024-03-08,Arrived Damaged
70221,659948,2024-02-28,Wrong Item Shipped
70222,67494,2024-11-05,Wrong Item Shipped
70223,221738,2024-04-17,Arrived Damaged
70224,247716,2024-12-15,Arrived Damaged
70225,767087,2024-12-04,Size Issue
70226,777755,2024-12-20,Defective Product
70227,501447,2024-05-10,Arrived Damaged
70228,134700,2025-01-17,Defective Product
70229,400758,2024-04-21,Wrong Item Shipped
70230,776152,2024-03-24,Defective Product
70231,382279,2024-05-18,Changed Mind
70232,845497,2024-05-04,Arrived Damaged
70233,549314,2024-10-03,Wrong Item Shipped
70234,264026,2024-07-03,Defective Product
70235,134508,2024-04-10,Changed Mind
70236,351994,2024-02-20,Wrong Item Shipped
70237,390884,2024-04-08,Wrong Item Shipped
70238,342768,2024-08-28,Arrived Damaged
70239,176402,2024-08-30,Defective Product
70240,259956,2024-10-30,Size Issue
70241,652214,2024-08-12,Wrong Item Shipped
70242,999225,2024-05-18,Changed Mind
70243,413079,2024-06-17,Defective Product
70244,372114,2024-06-14,Wrong Item Shipped
70245,218821,2024-08-03,Defective Product
70246,699820,2024-12-12,Defective Product
70247,889487,2024-03-09,Changed Mind
70248,662312,2024-10-22,Arrived Damaged
70249,153485,2024-11-17,Arrived Damaged
70250,563638,2024-04-10,Changed Mind
70251,938102,2024-05-01,Wrong Item Shipped
70252,113348,2024-07-17,Defective Product
70253,326595,2024-08-28,Arrived Damaged
70254,497788,2024-12-28,Defective Product
70255,752171,2025-01-08,Arrived Damaged
70256,361671,2024-12-21,Defective Product
70257,771860,2024-03-22,Wrong Item Shipped
70258,554929,2024-08-10,Size Issue
70259,607571,2024-10-26,Wrong Item Shipped
70260,517983,2024-05-22,Arrived Damaged
70261,819803,2024-05-19,Arrived Damaged
70262,211562,2024-12-10,Arrived Damaged
70263,658563,2024-01-17,Arrived Damaged
70264,593811,2024-11-09,Wrong Item Shipped
70265,606511,2024-06-10,Size Issue
70266,811913,2024-11-17,Defective Product
70267,366684,2024-06-24,Defective Product
70268,378065,2024-02-04,Wrong Item Shipped
70269,948670,2024-05-24,Defective Product
70270,498444,2024-09-04,Changed Mind
70271,203358,2024-06-05,Size Issue
70272,792623,2024-06-12,Changed Mind
70273,434073,2024-04-28,Wrong Item Shipped
70274,344533,2024-12-02,Arrived Damaged
70275,446292,2024-07-18,Wrong Item Shipped
70276,796471,2024-11-08,Defective Product
70277,972884,2024-11-27,Changed Mind
70278,251193,2024-12-27,Arrived Damaged
70279,832796,2024-04-14,Arrived Damaged
70280,242556,2024-09-29,Size Issue
70281,309250,2024-03-02,Size Issue
70282,918054,2024-12-28,Changed Mind
70283,837919,2024-08-14,Size Issue
70284,826821,2025-01-12,Arrived Damaged
70285,537938,2024-02-21,Arrived Damaged
70286,940047,2024-05-25,Size Issue
70287,282172,2024-12-08,Changed Mind
70288,78514,2024-08-16,Defective Product
70289,312950,2024-12-09,Arrived Damaged
70290,417847,2024-04-25,Changed Mind
70291,213330,2024-10-26,Defective Product
70292,151293,2024-07-23,Wrong Item Shipped
70293,967438,2024-09-23,Size Issue
70294,297726,2024-07-08,Defective Product
70295,307564,2024-05-19,Defective Product
70296,714928,2024-12-07,Size Issue
70297,514308,2024-12-30,Arrived Damaged
70298,973805,2024-08-27,Arrived Damaged
70299,545086,2024-11-09,Changed Mind
70300,624550,2024-11-13,Defective Product
70301,949560,2024-08-15,Wrong Item Shipped
70302,881752,2024-05-16,Arrived Damaged
70303,449255,2024-11-06,Arrived Damaged
70304,583136,2024-01-29,Changed Mind
70305,554632,2024-07-11,Size Issue
70306,101490,2024-03-06,Changed Mind
70307,67279,2024-11-17,Wrong Item Shipped
70308,668079,2025-01-02,Size Issue
70309,725684,2024-06-03,Wrong Item Shipped
70310,849831,2024-05-02,Arrived Damaged
70311,997673,2024-05-03,Defective Product
70312,741840,2024-07-11,Size Issue
70313,820522,2024-09-10,Wrong Item Shipped
70314,805036,2024-11-19,Defective Product
70315,707494,2024-10-07,Wrong Item Shipped
70316,515984,2024-08-07,Arrived Damaged
70317,666140,2024-06-22,Size Issue
70318,274974,2024-09-27,Defective Product
70319,977142,2024-05-10,Changed Mind
70320,719187,2024-06-23,Arrived Damaged
70321,134040,2024-08-17,Size Issue
70322,673981,2024-12-23,Changed Mind
70323,360318,2024-02-16,Arrived Damaged
70324,598378,2024-01-31,Wrong Item Shipped
70325,838396,2024-05-16,Size Issue
70326,304942,2024-06-22,Changed Mind
70327,128638,2024-02-06,Changed Mind
70328,208139,2024-03-28,Defective Product
70329,738211,2024-12-29,Changed Mind
70330,588142,2024-08-26,Wrong Item Shipped
70331,566052,2024-03-19,Defective Product
70332,629005,2024-06-10,Wrong Item Shipped
70333,308864,2024-12-15,Arrived Damaged
70334,944285,2024-08-30,Wrong Item Shipped
70335,39193,2024-09-14,Wrong Item Shipped
70336,57759,2024-02-09,Arrived Damaged
70337,711045,2024-08-23,Size Issue
70338,930649,2024-05-05,Wrong Item Shipped
70339,686677,2024-03-30,Arrived Damaged
70340,170424,2024-06-05,Defective Product
70341,217960,2024-12-30,Changed Mind
70342,618688,2024-09-05,Defective Product
70343,162154,2024-03-28,Wrong Item Shipped
70344,543812,2024-02-11,Size Issue
70345,184206,2024-08-28,Defective Product
70346,950854,2024-07-09,Wrong Item Shipped
70347,409341,2024-11-27,Defective Product
70348,63233,2024-05-20,Defective Product
70349,572522,2024-07-12,Arrived Damaged
70350,166070,2024-11-01,Size Issue
70351,785809,2024-11-19,Size Issue
70352,922284,2024-06-10,Defective Product
70353,254579,2024-11-18,Arrived Damaged
70354,419892,2024-03-02,Size Issue
70355,800729,2024-09-20,Arrived Damaged
70356,899958,2024-12-21,Wrong Item Shipped
70357,276134,2024-05-28,Changed Mind
70358,613307,2024-03-02,Arrived Damaged
70359,326540,2024-09-23,Wrong Item Shipped
70360,111325,2024-05-17,Wrong Item Shipped
70361,19030,2024-02-10,Changed Mind
70362,740126,2024-06-23,Changed Mind
70363,607099,2024-06-09,Wrong Item Shipped
70364,224614,2024-04-23,Arrived Damaged
70365,217849,2024-01-25,Wrong Item Shipped
70366,212858,2024-06-16,Changed Mind
70367,208826,2024-01-28,Arrived Damaged
70368,185803,2024-02-08,Defective Product
70369,348959,2024-11-11,Defective Product
70370,185278,2024-12-20,Wrong Item Shipped
70371,973711,2024-03-15,Changed Mind
70372,56528,2024-09-11,Wrong Item Shipped
70373,994736,2024-07-03,Changed Mind
70374,189129,2024-11-28,Wrong Item Shipped
70375,501037,2024-11-30,Arrived Damaged
70376,736854,2025-01-07,Defective Product
70377,671594,2024-02-22,Defective Product
70378,417933,2024-04-07,Changed Mind
70379,808416,2024-04-11,Defective Product
70380,552963,2024-01-29,Defective Product
70381,607868,2024-03-12,Wrong Item Shipped
70382,3695,2024-11-20,Wrong Item Shipped
70383,232150,2024-10-11,Arrived Damaged
70384,474876,2024-10-02,Wrong Item Shipped
70385,628720,2024-12-28,Changed Mind
70386,258921,2024-07-15,Wrong Item Shipped
70387,264296,2024-10-04,Size Issue
70388,924916,2024-09-10,Size Issue
70389,243779,2024-07-24,Arrived Damaged
70390,446839,2024-03-12,Size Issue
70391,394695,2024-11-14,Defective Product
70392,91436,2024-09-06,Arrived Damaged
70393,265338,2024-06-30,Defective Product
70394,952508,2024-03-02,Changed Mind
70395,571928,2024-08-19,Wrong Item Shipped
70396,842538,2024-10-09,Wrong Item Shipped
70397,345656,2024-05-19,Size Issue
70398,329724,2024-11-22,Changed Mind
70399,442751,2024-09-13,Wrong Item Shipped
70400,436261,2024-07-06,Size Issue
70401,264105,2024-02-09,Wrong Item Shipped
70402,443733,2024-02-18,Wrong Item Shipped
70403,657690,2025-01-06,Wrong Item Shipped
70404,936603,2024-05-06,Changed Mind
70405,242121,2024-05-10,Changed Mind
70406,386219,2024-10-05,Size Issue
70407,656151,2025-01-26,Arrived Damaged
70408,403514,2025-01-20,Size Issue
70409,530779,2024-11-26,Wrong Item Shipped
70410,996672,2024-07-24,Wrong Item Shipped
70411,211469,2024-02-06,Wrong Item Shipped
70412,420453,2024-02-21,Arrived Damaged
70413,273357,2024-10-28,Defective Product
70414,15745,2024-11-19,Changed Mind
70415,486958,2024-10-20,Arrived Damaged
70416,196429,2024-09-04,Size Issue
70417,483084,2024-12-22,Size Issue
70418,331705,2024-07-05,Changed Mind
70419,109191,2024-10-19,Arrived Damaged
70420,651608,2024-06-29,Size Issue
70421,427340,2024-06-11,Wrong Item Shipped
70422,472459,2024-09-24,Changed Mind
70423,225018,2024-03-26,Changed Mind
70424,306015,2024-11-03,Size Issue
70425,157390,2024-12-25,Defective Product
70426,608486,2024-05-17,Arrived Damaged
70427,582824,2024-07-18,Defective Product
70428,227715,2024-08-08,Size Issue
70429,889253,2024-09-03,Wrong Item Shipped
70430,416485,2024-06-24,Changed Mind
70431,883560,2024-09-06,Wrong Item Shipped
70432,678052,2024-11-17,Size Issue
70433,502301,2024-08-18,Changed Mind
70434,249939,2024-12-01,Size Issue
70435,571172,2024-09-02,Changed Mind
70436,44548,2024-04-11,Arrived Damaged
70437,648554,2024-03-20,Defective Product
70438,590808,2024-10-10,Size Issue
70439,577755,2024-07-30,Changed Mind
70440,889713,2024-08-11,Defective Product
70441,306570,2024-12-03,Arrived Damaged
70442,283280,2025-01-16,Changed Mind
70443,199782,2024-05-25,Wrong Item Shipped
70444,138979,2024-04-22,Defective Product
70445,978975,2024-10-22,Size Issue
70446,144414,2024-07-01,Size Issue
70447,788159,2024-11-25,Size Issue
70448,662373,2024-09-09,Defective Product
70449,574588,2024-12-09,Wrong Item Shipped
70450,480246,2024-04-02,Arrived Damaged
70451,799047,2024-04-08,Arrived Damaged
70452,771383,2024-11-01,Changed Mind
70453,179333,2024-12-07,Size Issue
70454,116698,2025-01-02,Size Issue
70455,786335,2024-03-22,Arrived Damaged
70456,343332,2024-09-23,Wrong Item Shipped
70457,640576,2024-08-16,Changed Mind
70458,325259,2024-12-12,Arrived Damaged
70459,862467,2024-05-24,Defective Product
70460,752274,2024-08-19,Defective Product
70461,189002,2024-06-01,Arrived Damaged
70462,602391,2024-12-12,Wrong Item Shipped
70463,470933,2024-05-30,Size Issue
70464,657399,2024-11-21,Wrong Item Shipped
70465,320513,2024-10-20,Size Issue
70466,723002,2024-08-17,Wrong Item Shipped
70467,498969,2024-10-16,Size Issue
70468,539166,2024-09-11,Arrived Damaged
70469,411096,2024-11-27,Size Issue
70470,755048,2024-09-24,Size Issue
70471,802400,2024-05-17,Size Issue
70472,581660,2024-05-14,Changed Mind
70473,708831,2024-02-14,Wrong Item Shipped
70474,524390,2024-09-01,Wrong Item Shipped
70475,970789,2024-06-24,Wrong Item Shipped
70476,879531,2024-02-21,Defective Product
70477,827922,2025-01-06,Size Issue
70478,911953,2025-01-24,Wrong Item Shipped
70479,223330,2024-06-30,Size Issue
70480,139258,2024-11-25,Arrived Damaged
70481,965831,2025-01-10,Changed Mind
70482,781868,2024-05-28,Defective Product
70483,79111,2024-07-24,Defective Product
70484,743055,2024-01-30,Arrived Damaged
70485,480530,2024-10-31,Size Issue
70486,543233,2024-09-04,Size Issue
70487,354883,2024-12-24,Defective Product
70488,655956,2024-08-19,Wrong Item Shipped
70489,492935,2024-07-10,Wrong Item Shipped
70490,971945,2024-11-28,Size Issue
70491,748128,2024-03-24,Changed Mind
70492,84510,2024-04-23,Defective Product
70493,751036,2024-03-28,Size Issue
70494,768673,2024-09-14,Wrong Item Shipped
70495,613336,2024-05-18,Changed Mind
70496,334255,2024-03-12,Defective Product
70497,686495,2024-03-13,Arrived Damaged
70498,14942,2024-04-10,Changed Mind
70499,532988,2024-04-05,Wrong Item Shipped
70500,440479,2024-08-12,Changed Mind
70501,396639,2024-11-27,Changed Mind
70502,391719,2024-11-05,Size Issue
70503,658338,2024-04-06,Size Issue
70504,937829,2024-09-01,Size Issue
70505,276446,2024-10-23,Arrived Damaged
70506,505099,2024-01-27,Arrived Damaged
70507,67484,2024-06-19,Changed Mind
70508,969252,2024-10-23,Arrived Damaged
70509,478327,2024-12-21,Wrong Item Shipped
70510,624102,2024-06-12,Arrived Damaged
70511,809306,2024-11-13,Arrived Damaged
70512,878153,2024-01-16,Arrived Damaged
70513,259105,2024-10-30,Changed Mind
70514,563537,2024-10-05,Arrived Damaged
70515,451915,2025-01-01,Defective Product
70516,672668,2024-02-06,Arrived Damaged
70517,131763,2024-05-26,Arrived Damaged
70518,124541,2024-06-13,Changed Mind
70519,807354,2024-09-19,Defective Product
70520,635820,2024-10-17,Wrong Item Shipped
70521,43571,2025-01-11,Wrong Item Shipped
70522,314082,2024-05-03,Defective Product
70523,785611,2024-08-05,Arrived Damaged
70524,865534,2024-10-12,Wrong Item Shipped
70525,598825,2024-11-07,Arrived Damaged
70526,258317,2024-08-31,Wrong Item Shipped
70527,780937,2024-10-01,Arrived Damaged
70528,346691,2024-12-06,Defective Product
70529,758897,2024-04-11,Changed Mind
70530,788614,2024-06-16,Arrived Damaged
70531,330875,2024-10-13,Changed Mind
70532,622785,2024-12-07,Defective Product
70533,498893,2024-11-08,Arrived Damaged
70534,966279,2024-08-24,Wrong Item Shipped
70535,893818,2024-08-24,Arrived Damaged
70536,366897,2024-01-28,Size Issue
70537,642420,2024-05-19,Wrong Item Shipped
70538,502255,2024-08-22,Changed Mind
70539,528048,2024-03-26,Defective Product
70540,831117,2024-06-06,Wrong Item Shipped
70541,79548,2024-06-21,Arrived Damaged
70542,668614,2024-04-12,Defective Product
70543,672520,2024-10-06,Changed Mind
70544,815741,2024-04-19,Defective Product
70545,263112,2024-12-17,Changed Mind
70546,225065,2024-10-20,Arrived Damaged
70547,18323,2024-09-09,Arrived Damaged
70548,876176,2025-01-04,Defective Product
70549,612522,2024-05-29,Defective Product
70550,758189,2024-06-23,Wrong Item Shipped
70551,856116,2024-09-07,Changed Mind
70552,997164,2024-12-20,Arrived Damaged
70553,547480,2024-05-30,Arrived Damaged
70554,122351,2024-03-12,Arrived Damaged
70555,288506,2024-11-13,Arrived Damaged
70556,167206,2024-10-02,Size Issue
70557,293055,2024-03-04,Arrived Damaged
70558,823543,2024-07-12,Arrived Damaged
70559,420616,2024-12-29,Wrong Item Shipped
70560,180149,2024-06-26,Changed Mind
70561,187317,2024-02-09,Size Issue
70562,312718,2024-07-09,Defective Product
70563,751237,2024-07-08,Changed Mind
70564,443417,2024-07-23,Defective Product
70565,992787,2024-09-24,Defective Product
70566,646339,2024-11-02,Arrived Damaged
70567,16841,2024-08-24,Wrong Item Shipped
70568,225851,2024-06-20,Defective Product
70569,631461,2024-05-22,Changed Mind
70570,93922,2024-12-13,Arrived Damaged
70571,60905,2024-06-17,Arrived Damaged
70572,44582,2024-05-28,Wrong Item Shipped
70573,867494,2024-08-29,Changed Mind
70574,66621,2024-03-06,Size Issue
70575,79973,2024-11-15,Changed Mind
70576,33900,2024-11-01,Changed Mind
70577,338698,2024-08-02,Defective Product
70578,300739,2024-12-24,Wrong Item Shipped
70579,353486,2024-08-25,Changed Mind
70580,817600,2024-10-03,Changed Mind
70581,449849,2024-08-03,Arrived Damaged
70582,365219,2024-12-25,Wrong Item Shipped
70583,45735,2024-08-22,Changed Mind
70584,742010,2024-03-18,Size Issue
70585,542957,2024-07-25,Wrong Item Shipped
70586,934050,2025-01-12,Wrong Item Shipped
70587,682632,2024-02-18,Wrong Item Shipped
70588,400756,2024-08-16,Size Issue
70589,220624,2024-06-25,Arrived Damaged
70590,712157,2024-07-01,Defective Product
70591,120985,2024-01-20,Size Issue
70592,5734,2024-09-01,Changed Mind
70593,864854,2024-01-24,Wrong Item Shipped
70594,456425,2025-01-10,Arrived Damaged
70595,885181,2024-08-27,Defective Product
70596,736442,2024-07-27,Arrived Damaged
70597,101994,2024-02-23,Size Issue
70598,699959,2024-04-04,Arrived Damaged
70599,556184,2024-12-24,Arrived Damaged
70600,470364,2024-08-23,Changed Mind
70601,859737,2024-08-01,Arrived Damaged
70602,397246,2024-01-22,Wrong Item Shipped
70603,407272,2024-07-02,Size Issue
70604,720374,2024-09-16,Changed Mind
70605,543497,2024-06-03,Wrong Item Shipped
70606,567023,2024-03-04,Arrived Damaged
70607,810698,2024-03-25,Changed Mind
70608,12839,2024-05-17,Changed Mind
70609,295168,2024-05-25,Wrong Item Shipped
70610,573917,2024-12-30,Arrived Damaged
70611,281214,2024-02-13,Wrong Item Shipped
70612,79037,2024-03-02,Defective Product
70613,695616,2024-09-22,Arrived Damaged
70614,154120,2024-08-14,Defective Product
70615,814955,2024-08-25,Changed Mind
70616,573553,2025-01-10,Arrived Damaged
70617,688165,2024-05-27,Changed Mind
70618,457557,2024-07-08,Arrived Damaged
70619,248752,2025-01-21,Arrived Damaged
70620,626557,2024-11-21,Defective Product
70621,580183,2024-05-22,Changed Mind
70622,40115,2024-05-21,Defective Product
70623,31626,2024-11-18,Defective Product
70624,394169,2024-05-18,Arrived Damaged
70625,80200,2024-08-22,Wrong Item Shipped
70626,920045,2024-02-06,Size Issue
70627,690585,2024-05-17,Wrong Item Shipped
70628,855072,2024-09-28,Wrong Item Shipped
70629,262585,2024-08-17,Changed Mind
70630,582690,2024-08-29,Size Issue
70631,729891,2024-11-06,Wrong Item Shipped
70632,938862,2024-09-07,Wrong Item Shipped
70633,303203,2024-07-27,Wrong Item Shipped
70634,297790,2024-10-01,Arrived Damaged
70635,274911,2024-05-26,Size Issue
70636,626388,2024-06-10,Arrived Damaged
70637,33282,2024-02-07,Defective Product
70638,236378,2024-06-18,Defective Product
70639,933940,2024-06-03,Changed Mind
70640,489863,2024-08-05,Wrong Item Shipped
70641,406453,2024-04-12,Defective Product
70642,241596,2024-08-05,Wrong Item Shipped
70643,341147,2024-05-22,Wrong Item Shipped
70644,807334,2024-10-17,Wrong Item Shipped
70645,860405,2024-08-28,Defective Product
70646,79804,2025-01-17,Defective Product
70647,717917,2024-04-29,Defective Product
70648,265293,2024-08-16,Wrong Item Shipped
70649,796713,2024-06-13,Wrong Item Shipped
70650,510116,2024-04-14,Size Issue
70651,405962,2024-05-08,Defective Product
70652,605028,2024-03-09,Defective Product
70653,916920,2024-11-24,Wrong Item Shipped
70654,533183,2024-08-11,Defective Product
70655,545936,2024-10-22,Arrived Damaged
70656,175796,2024-02-29,Size Issue
70657,285120,2024-04-16,Defective Product
70658,527129,2024-12-15,Defective Product
70659,327556,2024-08-05,Wrong Item Shipped
70660,442036,2024-08-06,Defective Product
70661,845968,2024-06-10,Wrong Item Shipped
70662,77686,2024-08-23,Changed Mind
70663,140296,2024-03-04,Size Issue
70664,796232,2024-09-29,Size Issue
70665,913435,2024-11-11,Defective Product
70666,392507,2024-07-27,Defective Product
70667,202269,2024-07-29,Changed Mind
70668,565137,2024-06-04,Arrived Damaged
70669,366126,2024-06-14,Changed Mind
70670,363425,2024-10-29,Wrong Item Shipped
70671,846004,2024-01-15,Changed Mind
70672,355286,2024-01-27,Size Issue
70673,462206,2024-02-26,Size Issue
70674,906033,2024-11-01,Size Issue
70675,230162,2024-10-28,Wrong Item Shipped
70676,903658,2024-08-02,Wrong Item Shipped
70677,505774,2024-05-08,Changed Mind
